product_id,rating,timestamp,text,size,color
327522510,5,1544833027,mine came in 1st & this is for my hubby. i love it. Quality is perfect.,3XL,BLACK
327522510,5,1544528009,Received it on time really happy   I'll be buying from them again,M,multicolor
327522510,5,1574119727,Fits great and looks just like picture,2XL,multicolor
327522510,5,1573550437,Great little Hoody love the material will definitely buy again,L,multicolor
327522510,5,1566298010,This hoodie was the talk of the office during the 2018 holiday season. Can’t wait to order another style for 2019.,M,SHAMROCK GREEN
327522510,5,1559551866,Absolutely love it. Highly recommend.,L,multicolor
456209203,5,1590248350,Partner loved this fitted great,2XL,DARK GRAY
470997503,5,1603520020,"I absolutely love this! It looks just like pictured. I bought this as a gift for my man, but wanna keep it for myself! He wears a XL-2XL normally, but got 3XL (due to measurements.) The material isn't like regular cotton sweater material, it's a smooth polyester sublimated (absorbed in fabric) print. I love the smooth, sporty-like feel to it. I haven't tried it on, nor has the intended recipient. Totes worth the $$$. May need to find my man another sweater now.🤣",2XL,BLACK
459273003,5,1599709763,perfect,XL,BLACK
471223802,5,1604963706,soft and comfortable true to size,L,BLACK
465041301,5,1603193602,As described,2XL,multicolor
465041301,5,1588444821,"younger son Love's it, great material. love you web site. Thank you.",L,multicolor
277230402,5,1572565807,it fits perfect,2XL,BLACK
200349822,5,1502082630,"You don't actually find this model in my country (AR). Plus, excelent price and colors",XL,BLACK
200349822,5,1487103887,looks absolutely stunning,M,WHITE
200349822,5,1481551165,"This hoodie is beautifully made, but it is made for a person of a smaller build than my family has. The fabric is very soft. The wait time wasn't even too bad. When I have had a problem they have been more than happy to help me in addressing the problem. Overall I have been quite pleased with my Dresslily experience.",XL,BLACK
471050205,5,1602001244,"Good quality of print, the picture looks the same as the real thing. Sizes are smaller than usual - I have 185 cm and 82 kg and I had to order 2XL - but fits well. Expected the hoodie to be a bit thicker and made of a different kind of fabric, but anyway I'm happy with my purchase and would recommend. Came to the Netherlands from China in less than two weeks.",2XL,BLACK
454990209,5,1569355163,Feels amazing,XS,BLACK
463605502,5,1587910101,bête de sweat,M,multicolor
463605502,5,1584034597,l love this,2XL,multicolor
454161703,5,1603477248,very very good,XL,BLACK
189736801,5,1589513798,My son looks good in it and wears it comfortable!!,L,WINE RED
189736801,5,1564005533,For my daughter she loved it,XL,CADETBLUE
189736801,5,1479678622,I'm really satisfied from that product.I get my order really fast and everything was as good as they described.I totally recommend it.,L,DEEP BLUE
354585701,5,1580151976,Good fit and comfortablen,L,LIGHT GRAY
455357604,5,1608777367,perfect for my best friend!,2XL,multicolor
244734004,5,1577043452,I thought it would be thick like a hoodie but it's still great.,XL,COLORMIX
244734004,5,1576981375,bestie that i bought this for adores it and always thanks me bc he says it comfy and It just looks good on him with anything he wears shorts pants dressy or casual it's an a+,XL,COLORMIX
154159709,4,1492399971,"It's an alright hoodie. Fits well, is comfortable, and I like the look. THe hood is just a bit too small, but it's all good if you wear it fashionably",XL,BLACK
365606109,4,1574792474,Great fit.,XS,WARM WHITE
365606109,4,1574792463,Great fit.,XS,DARK GRAY
393159902,5,1576316594,"I'm a women so even the XS is kinda large lol, but I still love it and it suit me. It's like the photo, the colors are vivids, and it keep me warm, i'm satisfied.",XS,multicolor
285989204,5,1598890900,"Cute Esta sudadera ha superado mis expectativas. Tiene una calidad brutal super gordita y calentita. El interior esta recubierto de una material como de pelito que la hace super calentita. El diseño es muy lindo y sencillo, con un vaquero tiene que quedar espectacular. Muy recomendada por el precio que tiene merece mucho la pena.  Me pedí la talla XS y yo que soy una mujer pequeñita me queda anchita y genial.",XS,WHITE
471056902,5,1608166421,just perfect,L,DEEP BLUE
182610518,5,1589513731,He says he loves it!!!!,M,LIGHT GRAY
398080005,5,1602327588,"When I first saw this on the website, I liked its design. When it arrived, I was surprised by its material, it is thicker than I expected, so it is perfect for this season. It arrived very fast, via experss shipping. I love how it looks in real life, it is just wonderful. The design is exactly as in the pictures from the website. I am very satisfied with this purchase.",2XL,multicolor
283536711,5,1571004550,Looks great,XL,WHITE
283536711,5,1550460240,I haven’t had a chance to wear this but once but everyone loves it. I really love the color.,3XL,RED WINE
283536711,5,1540750162,I love this jacket it's very trim fits like a glove,L,WHITE
283536711,5,1540458643,Nice,M,WHITE
283440503,5,1589226294,Great idea,M,DARK GRAY
283440503,5,1576507599,really very nice,XS,CADETBLUE
283536711,5,1604426697,Great looking hoodie. had some freys but was given a credit. great CS.,L,RED WINE
283536711,5,1604426607,Great looking hoodie. had some freys but was given a credit. very good CS.,XL,BLUE
283536711,5,1587781802,Excellent quality and fits very well. Very Happy.,2XL,WHITE
283536711,5,1578187211,Awesome hoodie. Thank you very much.,M,ASH GRAY
286513812,5,1571064004,husband  loves this!,L,OCEAN BLUE
461105101,4,1599709780,a bit small,XL,BLUE
461105101,5,1587910033,prix pas trop chère et bonne qualité,L,BLUE
460882620,5,1588443868,"very nice just like picture, true to size but I ordered a little big to be safe. I'll just be careful on sizes next purchase, still will wear. love it. Thank you.",3XL,BLUE
