product_id,product_url,name,discount,discounted_price,original_price,total_reviews,product_info
251160303,https://www.dresslily.com/color-block-raglan-sleeve-hoodie-product2861947.html,Color Block Raglan Sleeve Hoodie,21,33.99,43.18,3,"Clothes Type:Hoodie;Occasion:Casual ,Going Out,Sports;Style:Casual;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Solid;Weight:0.6400kg;Package Contents:1 x Hoodie;"
253994503,https://www.dresslily.com/crew-neck-color-block-sweatshirt-product3057485.html,Crew Neck Color Block Sweatshirt,0,0,19.99,2,"Material:Cotton,Polyester,Spandex;Shirt Length:Regular;Sleeve Length:Full;Style:Fashion;Weight:0.4000kg;Package Contents:1 x Sweatshirt;"
271003502,https://www.dresslily.com/zip-embellished-panel-long-sleeve-product3161048.html,Zip Embellished Panel Long Sleeve Hoodie,18,36.99,45.28,0,"Clothes Type:Hoodie;Occasion:Daily,Daily Use,Home,Night Out;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Spandex;Thickness:Regular;Patterns:Solid;Season:Fall,Spring;Weight:0.6000kg;Package Contents:1 x T-shirt;"
458228112,https://www.dresslily.com/solid-color-braided-rope-decoration-product8181963.html,Solid Color Braided Rope Decoration Hoodie,0,0,29.99,0,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Solid;Season:Fall,Spring;Weight:0.5300kg;Package Contents:1 x Hoodie;"
236524601,https://www.dresslily.com/santa-claus-body-3d-print-pullover-sweatshirt-product2446382.html,Santa Claus Body 3D Print Pullover Sweatshirt,47,15.99,30.35,0,"Material:Cotton,Polyester,Spandex;Shirt Length:Regular;Sleeve Length:Full;Style:Fashion;Weight:0.4100kg;Package Contents:1 x Sweatshirt;"
200383502,https://www.dresslily.com/american-flag-star-printed-pullover-hoodie-product1761517.html,Star American Flag Printed Pullover Hoodie,0,0,26.99,0,"Style:Casual;Package Contents:1 x Hoodie;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;"
456199004,https://www.dresslily.com/gothic-grommet-lace-up-sleeve-product8157888.html,Gothic Grommet Lace Up Sleeve PU Chest Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Club,Daily,Festival,Going Out,Halloween,Night Out;Style:Gothic;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Color Block;Season:Fall,Spring;Weight:0.4700kg;Package Contents:1 x Hoodie;"
464771203,https://www.dresslily.com/contrast-lion-graphic-front-pocket-product8268277.html,Contrast Lion Graphic Front Pocket Casual Hoodie,46,19.99,37.25,1,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.5250kg;Package Contents:1 x Hoodie;"
461061103,https://www.dresslily.com/open-mouth-letter-allover-print-product8217902.html,Open Mouth Letter Allover Print Drawstring Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Daily,Going Out,Night Out,Sports;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Letter,Print;Season:Fall,Spring,Winter;Weight:0.4500kg;Package Contents:1 x Hoodie;"
458920502,https://www.dresslily.com/christmas-snowflake-print-long-sleeved-product8197406.html,Snowflake Print Christmas Hoodie,0,0,29.99,0,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.5600kg;Package Contents:1 x Hoodie;"
454727902,https://www.dresslily.com/halloween-night-skull-pumpkin-lamp-product8157864.html,Halloween Night Skull Pumpkin Lamp Print Hoodie,56,16.99,38.33,0,"Clothes Type:Hoodie;Occasion:Daily,Festival,Going Out,Halloween;Style:Trendy;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:3D Print,Animal,Pumpkin,Skull;Season:Fall,Spring;Weight:0.5300kg;Package Contents:1 x Hoodie;"
454683306,https://www.dresslily.com/halloween-blood-cut-heart-print-product8157862.html,Halloween Blood Cut Heart Print Front Pocket Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Halloween;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Heart;Season:Fall,Spring;Weight:0.4950kg;Package Contents:1 x Hoodie;"
221061903,https://www.dresslily.com/3d-crown-lion-print-long-sleeve-sweatshirt-product2155255.html,3D Crown Lion Print Long Sleeve Sweatshirt,14,26.99,31.50,1,"Material:Cotton,Polyester;Shirt Length:Regular;Sleeve Length:Full;Style:Fashion;Weight:0.3800kg;Package Contents:1 x Sweatshirt;"
