product_id,product_url,name,discount,discounted_price,original_price,total_reviews,product_info
378240102,https://www.dresslily.com/rivet-long-sleeve-drawstring-hoodie-product8163410.html,Rivet Long Sleeve Drawstring Hoodie,36,36.99,58.07,24,Clothes Type:Hoodie;Occasion:Daily;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Solid;Season:Fall;Weight:0.9240kg;Package Contents:1 x Hoodie;
373101902,https://www.dresslily.com/solid-color-men-s-retro-product7116060.html,Solid Color Men's Retro Drawstring Knight Sweater,48,26.99,51.46,0,Product weight:0.5200 kg;Package weight:0.7210 kg;Package Contents:1 x Sweater;
475242515,https://www.dresslily.com/zipper-pocket-half-zip-drawstring-product8374796.html,Zipper Pocket Half Zip Drawstring Hoodie,0,0,29.99,0,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Others;Material:Cotton,Polyester;Fabric Stretch:Slight Stretch;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Winter;Weight:0.6400kg;Package Contents:1 x Hoodie;"
455241404,https://www.dresslily.com/halloween-wolf-print-long-sleeves-product8154425.html,Wolf Print Kangaroo Pocket Casual Hoodie,53,19.99,42.89,50,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.5500kg;Package Contents:1 x Hoodie;"
461679701,https://www.dresslily.com/side-lace-up-fleece-gothic-product8230652.html,Side Lace Up Fleece Gothic Hoodie,37,32.99,52.78,19,"Clothes Type:Hoodie Jacket;Occasion:Daily;Style:Gothic;Fit Type:Regular;Shirt Length:Long;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Thick;Patterns:Solid;Season:Fall,Spring,Winter;Weight:0.7500kg;Package Contents:1 x Hoodie;"
460086513,https://www.dresslily.com/colorblock-splicing-faux-fur-fluffy-product8250278.html,Colorblock Splicing Faux Fur Fluffy Hoodie,34,19.99,30.35,0,"Clothes Type:Hoodies;Style:Fashion;Pattern Type:Colorblock;Material:Polyester;Fabric Stretch:Slight Stretch;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.4000kg;Package Contents:1 x Hoodie;"
471684803,https://www.dresslily.com/contrast-cat-pattern-front-pocket-product8349748.html,Contrast Cat Pattern Front Pocket Pullover Hoodie,0,0,26.99,1,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.5100kg;Package Contents:1 x Hoodie;"
229971203,https://www.dresslily.com/christmas-tree-jingle-bells-santa-christmas-hoodie-product2251060.html,Christmas Tree Jingle Bells Santa Christmas Hoodie,53,19.99,42.10,8,"Clothes Type:Hoodie;Occasion:Daily Use,Going Out,Sports;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Cartoon,Print;Weight:0.5510kg;Package Contents:1 x Hoodie;"
281061317,https://www.dresslily.com/pouch-pocket-patch-detail-fluffy-product8250246.html,Pouch Pocket Patch Detail Fluffy Hoodie,39,22.99,37.79,0,"Clothes Type:Hoodies;Style:Fashion;Pattern Type:Patchwork,Solid;Material:Polyester;Fabric Stretch:Slight Stretch;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Winter;Weight:0.5300kg;Package Contents:1 x Hoodie;"
256650204,https://www.dresslily.com/hooded-3d-skull-print-trippy-product2878368.html,Hooded 3D Skull Print Trippy Hoodie,36,22.99,36.17,15,"Clothes Type:Hoodie;Occasion:Daily Use,Going Out;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Skulls;Season:Fall,Spring;Weight:0.5760kg;Package Contents:1 x Hoodie;"
291776513,https://www.dresslily.com/pleated-raglan-sleeve-ripped-pullover-product4392545.html,Pleated Raglan Sleeve Ripped Pullover Hoodie,0,0,29.99,1,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Solid;Season:Fall,Winter;Weight:0.5200kg;Package Contents:1 x Hoodie;"
475136802,https://www.dresslily.com/santa-claus-moon-galaxy-print-product8371874.html,Santa Claus Moon Galaxy Print Christmas Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Elk,Moon,Santa Claus;Season:Fall,Spring;Weight:0.4700kg;Package Contents:1 x Hoodie;"
475244315,https://www.dresslily.com/kangaroo-pocket-pintuck-detail-fleece-product8373811.html,Kangaroo Pocket Pintuck Detail Fleece Hoodie,0,0,36.99,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Solid;Season:Fall,Winter;Weight:0.7700kg;Package Contents:1 x Hoodie;"
273200702,https://www.dresslily.com/kangaroo-baby-carrier-panel-hoodie-product6111924.html,Kangaroo Baby Carrier Panel Hoodie,29,50.99,71.74,3,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Color Block;Season:Fall,Winter;Weight:0.9170kg;Package Contents:1 x Hoodie;"
474682905,https://www.dresslily.com/drawstring-3d-print-front-pocket-product8366269.html,Drawstring 3D Print Front Pocket Hoodie,46,22.99,42.91,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:3D Print;Season:Fall,Spring,Winter;Weight:0.5350kg;Package Contents:1 x Hoodie;"
460264302,https://www.dresslily.com/contrast-color-lion-printed-long-product8204322.html,Contrast Color Lion Printed Hoodie,75,9.99,40.22,1,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.4800kg;Package Contents:1 x Hoodie;"
