product_id,product_url,name,discount,discounted_price,original_price,total_reviews,product_info
277837501,https://www.dresslily.com/hag-playing-cards-print-drawstring-product3228110.html,Hag Playing Cards Print Drawstring Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.5250kg;Package Contents:1 x Hoodie;"
308424503,https://www.dresslily.com/christmas-letter-print-long-sleeve-product5082040.html,Christmas Letter Print Long Sleeve Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Letter;Season:Fall,Winter;Weight:0.4300kg;Package Contents:1 x Hoodie;"
471685903,https://www.dresslily.com/ice-and-fire-couples-pattern-product8351109.html,Ice and Fire Couples Pattern Front Pocket Casual Hoodie,32,24.99,36.71,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Print;Season:Fall,Spring;Weight:0.4900kg;Package Contents:1 x Hoodie;"
471685706,https://www.dresslily.com/digital-fire-print-front-pocket-product8351106.html,Digital Fire Print Front Pocket Leisure Hoodie,33,24.99,37.52,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Print;Season:Fall,Spring;Weight:0.5000kg;Package Contents:1 x Hoodie;"
363657004,https://www.dresslily.com/christmas-baubles-snowflakes-printed-casual-product6781081.html,Christmas Baubles Snowflakes Printed Casual Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily,Daily Use,Going Out;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Baubles,Christmas Tree,Snowman;Season:Fall,Spring,Winter;Weight:0.5430kg;Package Contents:1 x Hoodie;"
470274603,https://www.dresslily.com/marvel-spider-man-sense-graphic-product8356284.html,Marvel Spider-Man Sense Graphic Print Hoodie,0,0,26.99,0,"Clothes Type:Hoodies;Style:Fashion;Pattern Type:Graphic,Letter;Material:Polyester;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.5500kg;Package Contents:1 x Hoodie;"
467926504,https://www.dresslily.com/marvel-spider-man-venom-pattern-product8356029.html,Marvel Spider-Man Venom Pattern Tie Dye Hoodie,0,0,26.99,0,"Clothes Type:Hoodies;Style:Fashion;Pattern Type:Print,Tie Dye;Material:Polyester,Polyurethane;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.4890kg;Package Contents:1 x Hoodie;"
474844203,https://www.dresslily.com/abstract-bottles-print-front-pocket-product8370937.html,Abstract Bottles Print Front Pocket Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Brief;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Print;Season:Fall;Weight:0.5000kg;Package Contents:1 x Hoodie;"
470098605,https://www.dresslily.com/marvel-spider-man-camo-drop-product8356075.html,Marvel Spider-Man Camo Drop Shoulder Hoodie,0,0,26.99,0,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Camo,Graphic;Material:Polyester;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.4100kg;Package Contents:1 x Hoodie;"
474835404,https://www.dresslily.com/spiral-tie-dye-print-drawstring-product8370932.html,Spiral Tie Dye Print Drawstring Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Tie Dye;Season:Fall;Weight:0.5100kg;Package Contents:1 x Hoodie;"
